! ------------------------------------------------------------- !
! Met Data from Falling Creek Reservoir                         !
! Test ELCOM                                                    !
! 2015 - Mar 2024                                               !
7 data sets
0 seconds between data
0	0	0	0	0	0	0	0
! ------       -------     -------- ------ ------
TIME	AIR_TEMP	WIND_SPEED	WIND_DIR	SOLAR_RAD	LW_RAD_IN	REL_HUM	RAIN
2015011.8333	0.83	1.65	246.5	242.8	242.03	0.2539	0
2015011.8750	0.71	1.01	193.15	22.46	245.13	0.2674	0
2015011.9167	-0.97	0.85	257.15	2.23	242.95	0.4797	0
2015011.9583	-2.27	1.05	270.83	0	238.54	0.6224	0
2015012.0000	-3.04	1.06	243.12	0	235.57	0.6571	0
2015012.0417	-3.44	1.17	308.24	0	232.96	0.6746	0
2015012.0833	-3.17	0.63	185.61	0	231.77	0.5744	0
2015012.1250	-3.4	0.61	203.14	0	231.49	0.5944	0
2015012.1667	-4.46	1.14	321.19	0	230.95	0.7135	0
2015012.2083	-4.71	0.97	285.9	0	230.1	0.7191	0
2015012.2500	-4.98	1.23	314.4	0	229.74	0.7143	0
2015012.2917	-5.17	1.41	289.62	0	230.94	0.7131	0
2015012.3333	-5.46	1.52	255.24	0	232.13	0.7019	0
2015012.3750	-5.6	1.39	223.33	0	232.72	0.6999	0
2015012.4167	-5.75	1.68	241.78	0	233.01	0.7003	0
2015012.4583	-5.28	1.55	243.41	0	233.82	0.7224	0
2015012.5000	-4.8	1.79	310.18	1.95	232.5	0.7467	0
2015012.5417	-4.49	1.8	180.53	23.63	235.04	0.6854	0
2015012.5833	-0.94	1.52	187.51	151.23	239.38	0.5272	0
2015012.6250	3.37	1.32	121.05	442.56	252.37	0.3226	0
2015012.6667	5.19	1.61	140.01	503.98	266.44	0.3015	0
2015012.7083	7	1.49	146.95	578.38	272.5	0.2985	0
2015012.7500	9.53	2.12	142.61	559.77	276.62	0.2761	0
2015012.7917	10.89	1.97	137.84	430.9	280.46	0.2553	0
2015012.8333	10.44	1.94	171.67	235.3	286.33	0.2777	0
2015012.8750	8.16	1.37	193.28	61.61	286.71	0.347	0
2015012.9167	3.52	1.35	256.9	4.18	285.84	0.608	0
2015012.9583	1.45	1.71	315.11	0	280.39	0.7166	0
2015013.0000	0.16	1.93	293.69	0	261.23	0.795	0
2015013.0417	0.26	1.98	290.9	0	252.56	0.7433	0
2015013.0833	2.18	2.32	285.8	0.03	247.66	0.6138	0
2015013.1250	3.66	2.62	210.05	0	250.65	0.5267	0
