! --------------------------------------------------------------- !
!  ELCOM Temporal Boundary Condition file
!  Generated by ARMS
! !
! File was created from the following resources on 2015-06-24 06:07:10
! HEADER               BC     ARMS Address
! INFLOW               1     FCR Weir Inflow 1 Drain
! WTR_TEMP			   2     FCR Weir Inflow Temp 1 Drain
! SALINITY			   3     FCR Weir Inflow Salinity 1 Drain
! --------------------------------------------------------------- !
3 data sets
0 seconds between data
0         1        1            1
TIME	INFLOW	WTR_TEMP	SALINITY
2018157.8333	0.0835	22.795	0
2018157.8750	0.0831	22.795	0
2018157.9167	0.0833	22.78	0
2018157.9583	0.0817	22.735	0
2018158.0000	0.0824	22.5475	0
2018158.0417	0.0833	22.2825	0
2018158.0833	0.082	22.0475	0
2018158.1250	0.0824	21.94	0
2018158.1667	0.0819	21.97	0
2018158.2083	0.082	21.86	0
2018158.2500	0.0815	21.72	0
2018158.2917	0.0817	21.5625	0
2018158.3333	0.0824	21.3925	0
2018158.3750	0.0813	21.175	0
2018158.4167	0.0822	21.13	0
2018158.4583	0.0808	21.145	0
2018158.5000	0.0808	21.19	0
2018158.5417	0.082	21.25	0
2018158.5833	0.0835	21.47	0
2018158.6250	0.083	21.815	0
2018158.6667	0.0831	22.11	0
2018158.7083	0.083	22.4375	0
2018158.7500	0.0833	22.7825	0
2018158.7917	0.0826	22.97	0
2018158.8333	0.083	23.095	0
2018158.8750	0.0826	23.22	0
2018158.9167	0.0837	23.3625	0
2018158.9583	0.0821	23.395	0
2018159.0000	0.082	23.2975	0
2018159.0417	0.0813	23.1275	0
2018159.0833	0.081	22.9075	0
2018159.1250	0.0811	22.78	0
2018159.1667	0.0808	22.675	0
2018159.2083	0.0804	22.6125	0
2018159.2500	0.0804	22.485	0
2018159.2917	0.0808	22.395	0
2018159.3333	0.0806	22.25	0
2018159.3750	0.081	22.095	0
2018159.4167	0.0808	22.03	0
2018159.4583	0.0819	22	0
2018159.5000	0.0828	22.1425	0
2018159.5417	0.0833	22.345	0
2018159.5833	0.0837	22.61	0
2018159.6250	0.0841	22.9225	0
2018159.6667	0.0846	23.2825	0
2018159.7083	0.0846	23.5975	0
2018159.7500	0.085	23.75	0
2018159.7917	0.0843	23.955	0
2018159.8333	0.085	24.11	0
2018159.8750	0.0848	24.3125	0
2018159.9167	0.0835	24.41	0
2018159.9583	0.083	24.44	0
2018160.0000	0.0824	24.3625	0
2018160.0417	0.082	24.205	0
2018160.0833	0.0817	24.0775	0
2018160.1250	0.0811	24.015	0
2018160.1667	0.0813	23.925	0
2018160.2083	0.0819	23.845	0
2018160.2500	0.0817	23.72	0
2018160.2917	0.0813	23.66	0
2018160.3333	0.0808	23.5	0
2018160.3750	0.0817	23.345	0
2018160.4167	0.0808	23.265	0
2018160.4583	0.081	23.25	0
2018160.5000	0.0808	23.28	0
2018160.5417	0.0819	23.425	0
2018160.5833	0.083	23.61	0
2018160.6250	0.0843	23.875	0
2018160.6667	0.0835	24.22	0
2018160.7083	0.0835	24.565	0
2018160.7500	0.0843	24.8925	0
2018160.7917	0.0844	25.1125	0
2018160.8333	0.0835	25.045	0
2018160.8750	0.0833	25.03	0
2018160.9167	0.0833	25.015	0
2018160.9583	0.0835	25.095	0
2018161.0000	0.0817	25.045	0
2018161.0417	0.081	24.8925	0
2018161.0833	0.0811	24.72	0
2018161.1250	0.081	24.5025	0
2018161.1667	0.0806	24.38	0
2018161.2083	0.081	24.28	0
2018161.2500	0.0806	24.1275	0
2018161.2917	0.0808	24.03	0
2018161.3333	0.0799	23.94	0
2018161.3750	0.0802	23.8125	0
2018161.4167	0.0811	23.595	0
2018161.4583	0.081	23.5	0
2018161.5000	0.0822	23.5475	0
2018161.5417	0.0831	23.72	0
2018161.5833	0.083	23.9075	0
2018161.6250	0.0846	24.2825	0
2018161.6667	0.0852	24.6725	0
2018161.7083	0.0848	24.985	0
2018161.7500	0.1134	24	0
2018161.7917	0.074	23.4675	0
2018161.8333	0.0303	23.33	0
2018161.8750	0.0233	22.9225	0
2018161.9167	0.0191	22.4225	0
2018161.9583	0.0182	22.095	0
2018162.0000	0.0177	21.815	0
2018162.0417	0.0167	21.5175	0
2018162.0833	0.0165	21.2675	0
2018162.1250	0.0157	21.0625	0
2018162.1667	0.0148	20.8775	0
2018162.2083	0.0147	20.705	0
2018162.2500	0.0142	20.58	0
2018162.2917	0.0142	20.47	0
2018162.3333	0.0142	20.345	0
2018162.3750	0.0132	20.25	0
2018162.4167	0.0128	20.145	0
2018162.4583	0.0125	20.06	0
2018162.5000	0.0124	20.13	0
2018162.5417	0.0121	20.13	0
2018162.5833	0.0115	20.25	0
2018162.6250	0.0111	20.3775	0
2018162.6667	0.0107	20.44	0
2018162.7083	0.0103	20.2825	0
2018162.7500	0.01	19.97	0
2018162.7917	0.011	19.5475	0
2018162.8333	0.0118	19.3925	0
2018162.8750	0.0102	19.11	0
2018162.9167	0.0093	18.845	0
2018162.9583	0.0087	18.595	0
2018163.0000	0.0083	18.36	0
2018163.0417	0.0084	18.19	0
2018163.0833	0.0082	18	0
2018163.1250	0.0083	17.845	0
2018163.1667	0.0085	17.72	0
2018163.2083	0.0081	17.63	0
2018163.2500	0.0079	17.545	0
2018163.2917	0.0084	17.47	0
2018163.3333	0.0087	17.425	0
2018163.3750	0.0087	17.345	0
2018163.4167	0.0084	17.265	0
2018163.4583	0.0088	17.205	0
2018163.5000	0.0086	17.175	0
2018163.5417	0.0081	17.13	0
2018163.5833	0.008	17.1125	0
2018163.6250	0.0078	17.145	0
2018163.6667	0.0079	17.175	0
2018163.7083	0.0076	17.13	0
2018163.7500	0.0079	17.22	0
2018163.7917	0.0076	17.3775	0
2018163.8333	0.0076	17.47	0
2018163.8750	0.0076	17.5	0
2018163.9167	0.0068	17.53	0
2018163.9583	0.0069	17.545	0
2018164.0000	0.0069	17.5	0
2018164.0417	0.0067	17.44	0
2018164.0833	0.0068	17.44	0
2018164.1250	0.0068	17.44	0
2018164.1667	0.0065	17.44	0
2018164.2083	0.0064	17.44	0
2018164.2500	0.0063	17.44	0
2018164.2917	0.0064	17.44	0
2018164.3333	0.0064	17.44	0
2018164.3750	0.0066	17.44	0
2018164.4167	0.0064	17.395	0
2018164.4583	0.0064	17.38	0
2018164.5000	0.0064	17.41	0
2018164.5417	0.0067	17.5775	0
2018164.5833	0.0073	17.845	0
2018164.6250	0.0072	18.205	0
2018164.6667	0.0074	18.6275	0
2018164.7083	0.0076	18.8925	0
2018164.7500	0.0076	19.1275	0
2018164.7917	0.007	19.16	0
2018164.8333	0.0069	19.175	0
2018164.8750	0.0066	19.095	0
2018164.9167	0.0066	19.015	0
2018164.9583	0.0066	18.955	0
2018165.0000	0.0069	18.895	0
2018165.0417	0.0071	18.88	0
2018165.0833	0.0065	18.8625	0
2018165.1250	0.007	18.795	0
2018165.1667	0.007	18.75	0
2018165.2083	0.0072	18.735	0
2018165.2500	0.0072	18.69	0
2018165.2917	0.0072	18.63	0
2018165.3333	0.0073	18.5775	0
2018165.3750	0.0072	18.56	0
2018165.4167	0.0069	18.56	0
2018165.4583	0.0072	18.56	0
2018165.5000	0.0074	18.6275	0
2018165.5417	0.0076	18.7825	0
2018165.5833	0.0081	19.0325	0
2018165.6250	0.0084	19.33	0
2018165.6667	0.008	19.58	0
2018165.7083	0.0083	19.845	0
2018165.7500	0.0083	20.3275	0
2018165.7917	0.0086	20.5775	0
2018165.8333	0.0081	20.69	0
2018165.8750	0.0078	20.595	0
2018165.9167	0.0079	20.5	0
2018165.9583	0.0079	20.2975	0
2018166.0000	0.0072	20.0325	0
2018166.0417	0.0073	19.72	0
2018166.0833	0.0073	19.33	0
2018166.1250	0.0075	19.0325	0
2018166.1667	0.0076	18.7975	0
2018166.2083	0.0077	18.595	0
2018166.2500	0.0083	18.3775	0
2018166.2917	0.009	18.1575	0
2018166.3333	0.0094	17.955	0
2018166.3750	0.0107	17.705	0
2018166.4167	0.0114	17.515	0
2018166.4583	0.0114	17.5	0
2018166.5000	0.0119	17.61	0
2018166.5417	0.012	17.89	0
2018166.5833	0.0129	18.315	0
2018166.6250	0.0136	18.75	0
2018166.6667	0.0146	19.25	0
2018166.7083	0.0148	19.8125	0
2018166.7500	0.0147	20.345	0
2018166.7917	0.014	20.515	0
2018166.8333	0.0141	20.675	0
2018166.8750	0.0141	20.645	0
2018166.9167	0.0139	20.545	0
2018166.9583	0.0136	20.425	0
2018167.0000	0.0135	20.265	0
2018167.0417	0.0135	19.97	0
2018167.0833	0.0135	19.735	0
2018167.1250	0.0139	19.595	0
2018167.1667	0.0139	19.47	0
2018167.2083	0.0143	19.33	0
2018167.2500	0.0145	19.235	0
2018167.2917	0.0149	19.16	0
2018167.3333	0.0153	19.0625	0
2018167.3750	0.0147	18.985	0
2018167.4167	0.0148	18.8775	0
2018167.4583	0.0146	18.78	0
2018167.5000	0.0153	18.9075	0
2018167.5417	0.0154	19.1425	0
2018167.5833	0.0162	19.4875	0
2018167.6250	0.0164	19.9075	0
2018167.6667	0.0165	20.36	0
2018167.7083	0.0166	20.875	0
2018167.7500	0.017	21.315	0
2018167.7917	0.0165	21.595	0
2018167.8333	0.0163	21.69	0
2018167.8750	0.0162	21.66	0
2018167.9167	0.016	21.5625	0
2018167.9583	0.0161	21.455	0
2018168.0000	0.0154	21.315	0
2018168.0417	0.0151	20.9225	0
2018168.0833	0.0146	20.6575	0
2018168.1250	0.0147	20.485	0
2018168.1667	0.0146	20.345	0
2018168.2083	0.0147	20.265	0
2018168.2500	0.0151	20.19	0
2018168.2917	0.0147	20.235	0
2018168.3333	0.0154	20.3925	0
2018168.3750	0.0155	20.395	0
2018168.4167	0.0155	20.3275	0
2018168.4583	0.0155	20.345	0
2018168.5000	0.0159	20.41	0
2018168.5417	0.0162	20.595	0
2018168.5833	0.0164	20.9075	0
2018168.6250	0.0171	21.2825	0
2018168.6667	0.017	21.6575	0
2018168.7083	0.0161	22.08	0
2018168.7500	0.0161	22.5025	0
2018168.7917	0.0161	22.7825	0
2018168.8333	0.0161	22.895	0
2018168.8750	0.0158	22.765	0
2018168.9167	0.0161	22.675	0
2018168.9583	0.0152	22.5475	0
2018169.0000	0.0151	22.41	0
2018169.0417	0.0148	22.28	0
2018169.0833	0.0145	22.1275	0
2018169.1250	0.0145	21.985	0
2018169.1667	0.0144	21.8775	0
2018169.2083	0.0146	21.75	0
2018169.2500	0.0145	21.6275	0
2018169.2917	0.0591	22.0775	0
2018169.3333	0.0765	23.3125	0
2018169.3750	0.0779	23.66	0
2018169.4167	0.0791	23.75	0
2018169.4583	0.0791	23.83	0
2018169.5000	0.08	23.985	0
2018169.5417	0.081	24.205	0
2018169.5833	0.0808	24.5025	0
2018169.6250	0.0808	24.845	0
2018169.6667	0.08	25.22	0
2018169.7083	0.0815	25.6125	0
2018169.7500	0.0819	25.925	0
2018169.7917	0.0826	26.3925	0
2018169.8333	0.0828	26.515	0
2018169.8750	0.0817	26.53	0
2018169.9167	0.0824	26.515	0
2018169.9583	0.0808	26.47	0
2018170.0000	0.0811	26.41	0
2018170.0417	0.0788	26.28	0
2018170.0833	0.0793	26.205	0
2018170.1250	0.0797	26.19	0
2018170.1667	0.0793	26.095	0
2018170.2083	0.0793	25.9075	0
2018170.2500	0.0791	25.72	0
2018170.2917	0.0806	25.5475	0
2018170.3333	0.08	25.44	0
2018170.3750	0.0799	25.3275	0
2018170.4167	0.0802	25.25	0
2018170.4583	0.0808	25.19	0
2018170.5000	0.0813	25.175	0
2018170.5417	0.083	25.19	0
2018170.5833	0.0844	25.3125	0
2018170.6250	0.0839	25.5325	0
2018170.6667	0.0837	25.83	0
2018170.7083	0.0852	26.1725	0
2018170.7500	0.0833	26.55	0
2018170.7917	0.083	26.7825	0
2018170.8333	0.082	26.91	0
2018170.8750	0.0824	26.925	0
2018170.9167	0.0828	26.88	0
2018170.9583	0.0817	26.8125	0
2018171.0000	0.0799	26.675	0
2018171.0417	0.0811	26.5625	0
2018171.0833	0.08	26.455	0
2018171.1250	0.0788	26.3125	0
2018171.1667	0.079	26.095	0
2018171.2083	0.0781	25.925	0
2018171.2500	0.0775	25.795	0
2018171.2917	0.0784	25.61	0
2018171.3333	0.0779	25.455	0
2018171.3750	0.0786	25.345	0
2018171.4167	0.0777	25.265	0
2018171.4583	0.0779	25.235	0
2018171.5000	0.0784	25.25	0
2018171.5417	0.08	25.36	0
2018171.5833	0.0808	25.5475	0
2018171.6250	0.079	25.78	0
2018171.6667	0.0782	25.985	0
2018171.7083	0.0788	26.2375	0
2018171.7500	0.0784	26.5325	0
2018171.7917	0.0795	26.69	0
2018171.8333	0.0793	26.735	0
2018171.8750	0.0788	26.795	0
2018171.9167	0.0782	26.72	0
2018171.9583	0.0786	26.645	0
2018172.0000	0.0772	26.5775	0
2018172.0417	0.0757	26.425	0
2018172.0833	0.0752	26.25	0
2018172.1250	0.0754	26.095	0
2018172.1667	0.0741	25.925	0
2018172.2083	0.0733	25.78	0
2018172.2500	0.074	25.675	0
2018172.2917	0.074	25.5775	0
2018172.3333	0.0731	25.47	0
2018172.3750	0.0719	25.36	0
2018172.4167	0.0724	25.235	0
2018172.4583	0.0729	25.16	0
2018172.5000	0.0736	25.13	0
2018172.5417	0.0713	25.0775	0
2018172.5833	0.0715	25.175	0
2018172.6250	0.0726	25.375	0
2018172.6667	0.0724	25.6575	0
2018172.7083	0.0717	25.8125	0
2018172.7500	0.0705	25.94	0
2018172.7917	0.0705	25.925	0
2018172.8333	0.0698	25.88	0
2018172.8750	0.0682	25.91	0
2018172.9167	0.0668	25.925	0
2018172.9583	0.0646	25.845	0
2018173.0000	0.0645	25.78	0
2018173.0417	0.0646	25.6425	0
2018173.0833	0.1177	24.675	0
2018173.1250	0.0968	23.9075	0
2018173.1667	0.0811	24.55	0
2018173.2083	0.0784	24.765	0
2018173.2500	0.0786	24.81	0
2018173.2917	0.0777	24.765	0
2018173.3333	0.0765	24.735	0
2018173.3750	0.0761	24.69	0
2018173.4167	0.0761	24.675	0
2018173.4583	0.0745	24.69	0
2018173.5000	0.0743	24.705	0
2018173.5417	0.0766	24.75	0
2018173.5833	0.0752	24.845	0
2018173.6250	0.0759	25.0475	0
2018173.6667	0.074	25.36	0
2018173.7083	0.0734	25.6275	0
2018173.7500	0.072	25.765	0
2018173.7917	0.0712	25.765	0
2018173.8333	0.0729	25.69	0
2018173.8750	0.0715	25.5625	0
2018173.9167	0.0712	25.485	0
2018173.9583	0.0801	25.08	0
2018174.0000	0.0756	24.8275	0
2018174.0417	0.0713	24.845	0
2018174.0833	0.0708	24.795	0
2018174.1250	0.0703	24.705	0
2018174.1667	0.0703	24.63	0
2018174.2083	0.0698	24.53	0
2018174.2500	0.0682	24.425	0
2018174.2917	0.0675	24.3125	0
2018174.3333	0.0665	24.22	0
2018174.3750	0.0663	24.145	0
2018174.4167	0.0658	24.0775	0
2018174.4583	0.0651	24.06	0
2018174.5000	0.0645	24	0
2018174.5417	0.0645	24.015	0
2018174.5833	0.0643	24.1275	0
2018174.6250	0.0626	24.25	0
2018174.6667	0.0615	24.47	0
2018174.7083	0.0587	24.7825	0
2018174.7500	0.0574	24.925	0
2018174.7917	0.0548	24.7825	0
2018174.8333	0.0521	24.78	0
2018174.8750	0.051	24.8275	0
2018174.9167	0.0499	24.75	0
2018174.9583	0.0502	24.705	0
2018175.0000	0.0485	24.5475	0
2018175.0417	0.049	24.345	0
2018175.0833	0.0484	24.1425	0
2018175.1250	0.0482	23.97	0
2018175.1667	0.049	23.8625	0
2018175.2083	0.0481	23.78	0
2018175.2500	0.0484	23.675	0
2018175.2917	0.0488	23.5775	0
2018175.3333	0.0494	23.63	0
2018175.3750	0.0485	23.6125	0
2018175.4167	0.0481	23.545	0
2018175.4583	0.0476	23.5	0
2018175.5000	0.0474	23.545	0
2018175.5417	0.0474	23.6125	0
2018175.5833	0.0473	23.765	0
2018175.6250	0.0481	24.0475	0
2018175.6667	0.0471	24.4075	0
2018175.7083	0.0473	24.7975	0
2018175.7500	0.0468	25.0325	0
2018175.7917	0.0467	25.095	0
2018175.8333	0.0461	25.205	0
2018175.8750	0.0453	25.22	0
2018175.9167	0.0449	25.16	0
2018175.9583	0.0447	25.0625	0
2018176.0000	0.0434	24.845	0
2018176.0417	0.0422	24.6575	0
2018176.0833	0.0421	24.3925	0
2018176.1250	0.0416	24.095	0
2018176.1667	0.0427	23.8925	0
2018176.2083	0.0422	23.72	0
2018176.2500	0.0421	23.595	0
2018176.2917	0.0418	23.545	0
2018176.3333	0.0415	23.5	0
2018176.3750	0.0427	23.5	0
2018176.4167	0.0412	23.5	0
2018176.4583	0.0419	23.47	0
2018176.5000	0.0421	23.425	0
2018176.5417	0.0421	23.41	0
2018176.5833	0.0416	23.44	0
2018176.6250	0.0418	23.5625	0
2018176.6667	0.0428	23.69	0
2018176.7083	0.0416	23.645	0
2018176.7500	0.0424	23.5775	0
2018176.7917	0.0421	23.66	0
2018176.8333	0.0411	23.75	0
2018176.8750	0.0411	23.75	0
2018176.9167	0.0408	23.75	0
2018176.9583	0.0403	23.75	0
2018177.0000	0.0399	23.6575	0
2018177.0417	0.0396	23.53	0
2018177.0833	0.0395	23.455	0
2018177.1250	0.039	23.44	0
2018177.1667	0.0385	23.38	0
2018177.2083	0.0386	23.345	0
2018177.2500	0.0382	23.25	0
2018177.2917	0.0385	23.16	0
2018177.3333	0.0383	23	0
2018177.3750	0.0375	22.83	0
2018177.4167	0.0368	22.6575	0
2018177.4583	0.0379	22.4375	0
2018177.5000	0.0416	22.1575	0
2018177.5417	0.0416	21.985	0
2018177.5833	0.0473	21.845	0
2018177.6250	0.0499	21.61	0
2018177.6667	0.0461	21.595	0
2018177.7083	0.0438	21.735	0
2018177.7500	0.0428	21.78	0
2018177.7917	0.0419	21.81	0
2018177.8333	0.0413	21.81	0
2018177.8750	0.0412	21.81	0
2018177.9167	0.0406	21.795	0
2018177.9583	0.0403	21.72	0
2018178.0000	0.0393	21.66	0
2018178.0417	0.0392	21.63	0
2018178.0833	0.0393	21.53	0
2018178.1250	0.0392	21.455	0
2018178.1667	0.0393	21.44	0
2018178.2083	0.0389	21.41	0
2018178.2500	0.0383	21.3275	0
2018178.2917	0.0379	21.265	0
2018178.3333	0.0378	21.25	0
2018178.3750	0.0371	21.25	0
2018178.4167	0.0364	21.235	0
2018178.4583	0.0369	21.235	0
2018178.5000	0.0366	21.265	0
2018178.5417	0.0354	21.395	0
2018178.5833	0.035	21.5	0
2018178.6250	0.0347	21.6275	0
2018178.6667	0.0348	21.875	0
2018178.7083	0.034	22.0775	0
2018178.7500	0.0342	22.1425	0
2018178.7917	0.0342	22.3625	0
2018178.8333	0.0329	22.44	0
2018178.8750	0.0329	22.455	0
2018178.9167	0.0328	22.44	0
2018178.9583	0.0327	22.455	0
2018179.0000	0.0313	22.3625	0
2018179.0417	0.0315	22.31	0
2018179.0833	0.0316	22.25	0
2018179.1250	0.0305	22.11	0
2018179.1667	0.03	21.955	0
2018179.2083	0.0294	21.765	0
2018179.2500	0.03	21.66	0
2018179.2917	0.0301	21.63	0
2018179.3333	0.0301	21.5775	0
2018179.3750	0.0297	21.5	0
2018179.4167	0.0294	21.47	0
2018179.4583	0.0291	21.44	0
2018179.5000	0.0291	21.455	0
2018179.5417	0.0288	21.595	0
2018179.5833	0.029	21.7825	0
2018179.6250	0.0292	22.0325	0
2018179.6667	0.0296	22.345	0
2018179.7083	0.0294	22.6275	0
2018179.7500	0.0282	22.8775	0
2018179.7917	0.0277	23.1725	0
2018179.8333	0.0272	23.28	0
2018179.8750	0.0268	23.28	0
2018179.9167	0.0272	23.175	0
2018179.9583	0.0267	23.0775	0
2018180.0000	0.0252	22.94	0
2018180.0417	0.0251	22.7825	0
2018180.0833	0.0249	22.58	0
2018180.1250	0.0253	22.395	0
2018180.1667	0.0251	22.2975	0
2018180.2083	0.0246	22.175	0
2018180.2500	0.024	22.015	0
2018180.2917	0.0238	21.925	0
2018180.3333	0.0234	21.72	0
2018180.3750	0.0231	21.5	0
2018180.4167	0.0228	21.3275	0
2018180.4583	0.0224	21.25	0
2018180.5000	0.0225	21.28	0
2018180.5417	0.0232	21.5175	0
2018180.5833	0.0235	21.7975	0
2018180.6250	0.0242	22.1425	0
2018180.6667	0.0236	22.47	0
2018180.7083	0.0236	22.86	0
2018180.7500	0.0236	23.3	0
2018180.7917	0.0234	23.545	0
2018180.8333	0.0225	23.69	0
2018180.8750	0.0224	23.69	0
2018180.9167	0.022	23.645	0
2018180.9583	0.0225	23.545	0
2018181.0000	0.021	23.4225	0
2018181.0417	0.0202	23.125	0
2018181.0833	0.0201	22.845	0
2018181.1250	0.0196	22.595	0
2018181.1667	0.02	22.425	0
2018181.2083	0.0189	22.265	0
2018181.2500	0.0191	22.1275	0
2018181.2917	0.0189	22.03	0
2018181.3333	0.0191	22	0
2018181.3750	0.0193	21.94	0
2018181.4167	0.0188	21.845	0
2018181.4583	0.0188	21.795	0
2018181.5000	0.0194	21.955	0
2018181.5417	0.0201	22.1575	0
2018181.5833	0.0205	22.47	0
2018181.6250	0.0209	22.7525	0
2018181.6667	0.0204	23.08	0
2018181.7083	0.0204	23.55	0
2018181.7500	0.0202	23.845	0
2018181.7917	0.0201	24.08	0
2018181.8333	0.0195	24.1125	0
2018181.8750	0.0191	24	0
2018181.9167	0.0188	23.8925	0
2018181.9583	0.0187	23.765	0
2018182.0000	0.0175	23.595	0
2018182.0417	0.0169	23.2975	0
2018182.0833	0.0167	23.0325	0
2018182.1250	0.0164	22.88	0
2018182.1667	0.0161	22.81	0
2018182.2083	0.0161	22.72	0
2018182.2500	0.0153	22.58	0
2018182.2917	0.0156	22.425	0
2018182.3333	0.0153	22.22	0
2018182.3750	0.0148	22.0475	0
2018182.4167	0.0148	21.955	0
2018182.4583	0.015	21.94	0
2018182.5000	0.0156	22	0
2018182.5417	0.0163	22.1575	0
2018182.5833	0.0172	22.5025	0
2018182.6250	0.0174	22.94	0
2018182.6667	0.0173	23.44	0
2018182.7083	0.0171	23.985	0
2018182.7500	0.0164	24.345	0
2018182.7917	0.0162	24.405	0
2018182.8333	0.016	24.595	0
2018182.8750	0.0156	24.515	0
2018182.9167	0.0152	24.395	0
2018182.9583	0.0145	24.265	0
2018183.0000	0.0139	24.08	0
2018183.0417	0.0134	23.9075	0
2018183.0833	0.0129	23.6575	0
2018183.1250	0.0125	23.47	0
2018183.1667	0.0126	23.3275	0
2018183.2083	0.0124	23.19	0
2018183.2500	0.0124	23.0625	0
2018183.2917	0.0121	22.955	0
2018183.3333	0.0119	22.8625	0
2018183.3750	0.0119	22.78	0
2018183.4167	0.0116	22.735	0
2018183.4583	0.0118	22.69	0
2018183.5000	0.0121	22.8125	0
2018183.5417	0.0124	22.925	0
2018183.5833	0.0125	23.1725	0
2018183.6250	0.0127	23.375	0
2018183.6667	0.0133	23.75	0
2018183.7083	0.0131	24.25	0
2018183.7500	0.0132	24.395	0
2018183.7917	0.012	24.1725	0
2018183.8333	0.011	23.9075	0
2018183.8750	0.011	23.735	0
2018183.9167	0.0105	23.675	0
2018183.9583	0.0105	23.63	0
2018184.0000	0.0103	23.515	0
2018184.0417	0.0101	23.33	0
2018184.0833	0.01	23.19	0
2018184.1250	0.0094	23.03	0
2018184.1667	0.0094	22.895	0
2018184.2083	0.0094	22.78	0
2018184.2500	0.0093	22.66	0
2018184.2917	0.0093	22.5625	0
2018184.3333	0.009	22.44	0
2018184.3750	0.0089	22.3275	0
2018184.4167	0.0087	22.22	0
2018184.4583	0.0087	22.19	0
2018184.5000	0.0092	22.33	0
2018184.5417	0.01	22.5325	0
2018184.5833	0.0102	22.815	0
2018184.6250	0.0106	23.25	0
2018184.6667	0.0102	23.595	0
2018184.7083	0.0094	23.985	0
2018184.7500	0.0094	24.4075	0
2018184.7917	0.0091	24.675	0
2018184.8333	0.009	24.75	0
2018184.8750	0.0088	24.6575	0
2018184.9167	0.0087	24.515	0
2018184.9583	0.0085	24.36	0
2018185.0000	0.0075	24.175	0
2018185.0417	0.0072	23.97	0
2018185.0833	0.007	23.72	0
2018185.1250	0.0072	23.515	0
2018185.1667	0.0069	23.3775	0
2018185.2083	0.0066	23.22	0
2018185.2500	0.0067	23.13	0
2018185.2917	0.0067	23.045	0
2018185.3333	0.0068	22.925	0
2018185.3750	0.0067	22.7975	0
2018185.4167	0.0064	22.66	0
2018185.4583	0.0063	22.63	0
2018185.5000	0.0064	22.66	0
2018185.5417	0.0069	22.7975	0
2018185.5833	0.0072	22.955	0
2018185.6250	0.0069	23.125	0
2018185.6667	0.0073	23.5325	0
2018185.7083	0.0069	23.955	0
2018185.7500	0.0068	24.2975	0
2018185.7917	0.0063	24.3775	0
2018185.8333	0.0061	24.3925	0
2018185.8750	0.0057	24.22	0
2018185.9167	0.0051	23.97	0
2018185.9583	0.0047	23.72	0
2018186.0000	0.0045	23.47	0
2018186.0417	0.0044	23.1575	0
2018186.0833	0.0042	22.94	0
2018186.1250	0.0042	22.7975	0
2018186.1667	0.004	22.705	0
2018186.2083	0.0042	22.595	0
2018186.2500	0.0039	22.44	0
2018186.2917	0.004	22.3275	0
2018186.3333	0.0037	22.235	0
2018186.3750	0.0036	22.145	0
2018186.4167	0.0035	22.03	0
2018186.4583	0.0035	22	0
2018186.5000	0.0036	22.015	0
2018186.5417	0.0038	22.16	0
2018186.5833	0.0036	22.3125	0
2018186.6250	0.004	22.485	0
2018186.6667	0.004	22.655	0
2018186.7083	0.0042	22.88	0
2018186.7500	0.004	23.28	0
2018186.7917	0.0037	23.47	0
2018186.8333	0.0034	23.705	0
2018186.8750	0.003	23.565	0
2018186.9167	0.0027	23.36	0
2018186.9583	0.0025	23.1575	0
2018187.0000	0.0018	22.97	0
2018187.0417	0.0017	22.72	0
2018187.0833	0.0015	22.425	0
2018187.1250	0.0014	22.235	0
2018187.1667	0.0016	22.0775	0
2018187.2083	0.0016	22	0
2018187.2500	0.0016	22	0
2018187.2917	0.0016	21.845	0
2018187.3333	0.0017	21.5325	0
2018187.3750	0.002	21.395	0
2018187.4167	0.0018	21.28	0
2018187.4583	0.0018	21.31	0
2018187.5000	0.0021	21.395	0
2018187.5417	0.002	21.47	0
2018187.5833	0.0022	21.6425	0
2018187.6250	0.0023	21.8125	0
2018187.6667	0.002	21.925	0
2018187.7083	0.0021	22.345	0
2018187.7500	0.0021	22.9225	0
2018187.7917	0.0024	23.22	0
2018187.8333	0.0018	23.0325	0
2018187.8750	0.0015	22.83	0
2018187.9167	0.0015	22.565	0
2018187.9583	0.0013	22.095	0
2018188.0000	0.0021	21.845	0
2018188.0417	0.0025	21.595	0
2018188.0833	0.0023	21.395	0
2018188.1250	0.0025	21.25	0
2018188.1667	0.0027	21.16	0
2018188.2083	0.0024	21	0
2018188.2500	0.0021	20.625	0
2018188.2917	0.0033	20.3925	0
2018188.3333	0.0027	20.1575	0
2018188.3750	0.002	19.955	0
2018188.4167	0.0018	19.78	0
2018188.4583	0.0017	19.675	0
2018188.5000	0.0016	19.595	0
2018188.5417	0.0015	19.515	0
2018188.5833	0.0014	19.47	0
2018188.6250	0.0013	19.545	0
2018188.6667	0.0014	19.72	0
2018188.7083	0.0013	20.095	0
2018188.7500	0.0013	20.5475	0
2018188.7917	0.0013	20.6425	0
2018188.8333	0.0011	20.66	0
2018188.8750	8e-04	20.5475	0
2018188.9167	9e-04	20.3775	0
2018188.9583	8e-04	20.19	0
2018189.0000	7e-04	19.9225	0
2018189.0417	5e-04	19.455	0
2018189.0833	5e-04	19.1575	0
2018189.1250	4e-04	18.955	0
2018189.1667	5e-04	18.72	0
2018189.2083	4e-04	18.4225	0
2018189.2500	4e-04	18.1425	0
2018189.2917	5e-04	17.9075	0
2018189.3333	5e-04	17.6425	0
2018189.3750	5e-04	17.345	0
